Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,SMA_20,RSI_14,MACD,MACD_Signal
2010-06-29,1.2666670083999634,1.6666669845581057,1.1693329811096191,1.5926669836044312,1.5926669836044312,281494500,0.0,0.0,,,,
2010-06-30,1.7193330526351929,2.0280001163482666,1.553333044052124,1.5886670351028442,1.5886670351028442,257806500,0.0,0.0,,,,
2010-07-01,1.6666669845581057,1.7280000448226929,1.3513330221176147,1.4639999866485596,1.4639999866485596,123282000,0.0,0.0,,,,
2010-07-02,1.5333329439163208,1.5399999618530271,1.24733304977417,1.2799999713897705,1.2799999713897705,77097000,0.0,0.0,,,,
2010-07-06,1.3333330154418943,1.3333330154418943,1.0553330183029177,1.0740000009536743,1.0740000009536743,103003500,0.0,0.0,,,,
2010-07-07,1.0933330059051514,1.108667016029358,0.9986670017242432,1.053333044052124,1.053333044052124,103825500,0.0,0.0,,,,
2010-07-08,1.0759999752044678,1.1679999828338623,1.037999987602234,1.1640000343322754,1.1640000343322754,115671000,0.0,0.0,,,,
2010-07-09,1.1720000505447388,1.1933330297470093,1.1033329963684082,1.159999966621399,1.159999966621399,60759000,0.0,0.0,,,,
2010-07-12,1.196666955947876,1.2046669721603394,1.1333329677581787,1.136667013168335,1.136667013168335,33037500,0.0,0.0,,,,
2010-07-13,1.1593329906463623,1.2426669597625732,1.126667022705078,1.2093329429626465,1.2093329429626465,40201500,0.0,0.0,,,,
2010-07-14,1.1959999799728394,1.3433330059051514,1.184000015258789,1.3226670026779177,1.3226670026779177,62928000,0.0,0.0,,,,
2010-07-15,1.329332947731018,1.4333330392837524,1.2666670083999634,1.3259999752044678,1.3259999752044678,56097000,0.0,0.0,,,,
2010-07-16,1.3799999952316284,1.4199999570846558,1.3366669416427612,1.3760000467300415,1.3760000467300415,39319500,0.0,0.0,,,,
2010-07-19,1.4246670007705688,1.4833329916000366,1.3946670293807983,1.4606670141220093,1.4606670141220093,37297500,0.0,0.0,,,,
2010-07-20,1.4566669464111328,1.4566669464111328,1.3366669416427612,1.3533329963684082,1.3533329963684082,27379500,0.0,0.0,,39.206236953882936,,
2010-07-21,1.3773330450057983,1.3933329582214355,1.2999999523162842,1.3480000495910645,1.3480000495910645,18787500,0.0,0.0,,39.00418565474643,,
2010-07-22,1.3666670322418213,1.4166669845581057,1.3580000400543213,1.399999976158142,1.399999976158142,14367000,0.0,0.0,,42.1355833684181,,
2010-07-23,1.4126670360565186,1.4373329877853394,1.4040000438690186,1.4193329811096191,1.4193329811096191,9804000,0.0,0.0,,43.30103602156639,,
2010-07-26,1.4333330392837524,1.4333330392837524,1.3533329963684082,1.3966670036315918,1.3966670036315918,13833000,0.0,0.0,,42.22720687957247,,
2010-07-27,1.3940000534057615,1.4119999408721924,1.3506669998168943,1.3700000047683716,1.3700000047683716,9295500,0.0,0.0,1.3247667014598847,40.94080217674978,,
2010-07-28,1.3700000047683716,1.3933329582214355,1.3673330545425415,1.3813329935073853,1.3813329935073853,7008000,0.0,0.0,1.3142000019550324,41.752911475818586,,
2010-07-29,1.3846670389175415,1.3919999599456787,1.3333330154418943,1.3566670417785645,1.3566670417785645,9240000,0.0,0.0,1.3026000022888184,40.449218928603024,,
2010-07-30,1.3466670513153076,1.3626669645309448,1.303333044052124,1.329332947731018,1.329332947731018,6403500,0.0,0.0,1.2958666503429412,38.99610024523372,,
2010-08-02,1.3666670322418213,1.3980000019073486,1.3553329706192017,1.3946670293807983,1.3946670293807983,10771500,0.0,0.0,1.3016000032424926,44.1597643006971,,
2010-08-03,1.399999976158142,1.463333010673523,1.3880000114440918,1.463333010673523,1.463333010673523,18457500,0.0,0.0,1.3210666537284852,49.041800331488695,,
2010-08-04,1.463333010673523,1.4786670207977295,1.3899999856948853,1.4173330068588257,1.4173330068588257,13695000,0.0,0.0,1.33926665186882,46.13203937732837,,
2010-08-05,1.4359999895095823,1.4366669654846191,1.3366669416427612,1.363332986831665,1.363332986831665,11943000,0.0,0.0,1.3492332994937897,42.91317767075997,,
2010-08-06,1.340000033378601,1.343999981880188,1.301332950592041,1.305999994277954,1.305999994277954,11128500,0.0,0.0,1.3565333008766174,39.74251266883005,,
2010-08-09,1.3266669511795044,1.3320000171661377,1.296666979789734,1.3066669702529907,1.3066669702529907,12190500,0.0,0.0,1.3650332987308502,39.79823883219522,,
2010-08-10,1.309999942779541,1.309999942779541,1.254667043685913,1.2686669826507568,1.2686669826507568,19219500,0.0,0.0,1.3680000007152557,37.66125674612068,,
2010-08-11,1.246000051498413,1.2586669921875,1.190000057220459,1.1933330297470093,1.1933330297470093,11964000,0.0,0.0,1.3615333020687104,33.78787828396172,,
2010-08-12,1.1866669654846191,1.1933330297470093,1.1593329906463623,1.1733330488204956,1.1733330488204956,10365000,0.0,0.0,1.3538999557495117,32.82273153021608,,
2010-08-13,1.212000012397766,1.2300000190734863,1.1773329973220823,1.2213330268859863,1.2213330268859863,9510000,0.0,0.0,1.3461666047573089,37.44138817122609,,
2010-08-16,1.2300000190734863,1.2533329725265503,1.21733295917511,1.2519999742507937,1.2519999742507937,7287000,0.0,0.0,1.3357332527637482,40.267058122018824,-0.01757471314618897,0.012806650098918768
2010-08-17,1.2640000581741333,1.2933330535888672,1.2519999742507937,1.2766669988632202,1.2766669988632202,6718500,0.0,0.0,1.3318999528884887,42.51616935170911,-0.016728180162968842,0.006899684046541246
2010-08-18,1.305999994277954,1.305999994277954,1.2400000095367432,1.2513329982757568,1.2513329982757568,9019500,0.0,0.0,1.3270666003227234,40.816349556038645,-0.017895253454739635,0.0019406965462850697
2010-08-19,1.2359999418258667,1.2833329439163208,1.222000002861023,1.25266695022583,1.25266695022583,8686500,0.0,0.0,1.3196999490261079,40.950221054267914,-0.018499280482705327,-0.00214729885951301
2010-08-20,1.2433329820632937,1.27400004863739,1.2339999675750732,1.273332953453064,1.273332953453064,4440000,0.0,0.0,1.31239994764328,43.09764411431969,-0.017113132962469635,-0.005140465680104335
2010-08-23,1.2726670503616333,1.359333038330078,1.2666670083999634,1.3420000076293943,1.3420000076293943,16321500,0.0,0.0,1.30966659784317,49.64970551028603,-0.01035438476631012,-0.006183249497345492
2010-08-24,1.2833329439163208,1.3140000104904177,1.2633329629898071,1.2799999713897705,1.2799999713897705,10096500,0.0,0.0,1.30516659617424,44.65048698590508,-0.009886942377992147,-0.006923988073474823
2010-08-25,1.2773330211639404,1.3320000171661377,1.237333059310913,1.3266669511795044,1.3266669511795044,7549500,0.0,0.0,1.302433294057846,48.82713264059318,-0.005685318844054876,-0.006676254227590834
2010-08-26,1.3259999752044678,1.3513330221176147,1.3066669702529907,1.3166669607162476,1.3166669607162476,6507000,0.0,0.0,1.3004332900047302,47.991429398795596,-0.0031263786325512744,-0.005966279108582922
2010-08-27,1.3166669607162476,1.324666976928711,1.2999999523162842,1.3133330345153809,1.3133330345153809,5694000,0.0,0.0,1.2996332943439484,47.69831645586161,-0.0013518369258007645,-0.00504339067202649
2010-08-30,1.3133330345153809,1.3459999561309814,1.307332992553711,1.324666976928711,1.324666976928711,10992000,0.0,0.0,1.296133291721344,48.842228496446275,0.0009580112355462855,-0.003843110290511935
2010-08-31,1.3106670379638672,1.3193329572677612,1.2886669635772705,1.2986669540405271,1.2986669540405271,3016500,0.0,0.0,1.2878999888896943,46.338450152205056,0.0006827279265979591,-0.002937942647089956
2010-09-01,1.3079999685287476,1.3793330192565918,1.3066669702529907,1.363332986831665,1.363332986831665,7423500,0.0,0.0,1.2851999878883362,52.81693868269648,0.00561781367156855,-0.0012267913833582545
2010-09-02,1.3580000400543213,1.4160000085830688,1.3539999723434448,1.4040000438690186,1.4040000438690186,7306500,0.0,0.0,1.287233340740204,56.383217683350175,0.012664408891587042,0.0015514486716308052
2010-09-03,1.391332983970642,1.4199999570846558,1.3773330450057983,1.4033329486846924,1.4033329486846924,6519000,0.0,0.0,1.2920999884605409,56.30803301268186,0.017987706284115834,0.0048387001941278115
2010-09-07,1.3739999532699585,1.399999976158142,1.3666670322418213,1.369333028793335,1.369333028793335,3651000,0.0,0.0,1.295233291387558,52.46788655892467,0.019241148451782486,0.007719189845658747
2010-09-08,1.3773330450057983,1.3966670036315918,1.373332977294922,1.3933329582214355,1.3933329582214355,4326000,0.0,0.0,1.301466590166092,54.81065944471636,0.021918441973970637,0.010559040271321124
2010-09-09,1.399999976158142,1.4033329486846924,1.3793330192565918,1.380666971206665,1.380666971206665,5643000,0.0,0.0,1.3108332872390747,53.31709722945433,0.022755861672808964,0.012998404551618692
2010-09-10,1.3833329677581787,1.3953330516815186,1.3173329830169678,1.3446669578552246,1.3446669578552246,5799000,0.0,0.0,1.3193999826908112,49.212399871524696,0.020280837731637913,0.014454891187622537
2010-09-13,1.3926670551300049,1.3933329582214355,1.3666670322418213,1.3813329935073853,1.3813329935073853,5412000,0.0,0.0,1.327399981021881,53.16708418008116,0.021035521673267388,0.015771017284751505
2010-09-14,1.369333028793335,1.440000057220459,1.3686670064926147,1.4079999923706057,1.4079999923706057,9820500,0.0,0.0,1.3351999819278717,55.85917346572986,0.023514359181601385,0.01731968566412148
2010-09-15,1.3986669778823853,1.4666670560836792,1.3860000371932983,1.4653329849243164,1.4653329849243164,10269000,0.0,0.0,1.3446332812309265,61.04393193292121,0.029762070490915615,0.01980816262948031
2010-09-16,1.476667046546936,1.5440000295639038,1.3893330097198486,1.3960000276565552,1.3960000276565552,40267500,0.0,0.0,1.3518666326999664,52.94491800682767,0.02878699791142969,0.021603929685870184
2010-09-17,1.401332974433899,1.4213329553604126,1.3200000524520874,1.348667025566101,1.348667025566101,17977500,0.0,0.0,1.35666663646698,48.23946798514333,0.023919143183403824,0.02206697238537691
2010-09-20,1.378000020980835,1.4233330488204956,1.343999981880188,1.4040000438690186,1.4040000438690186,14212500,0.0,0.0,1.3631999909877777,53.448052689234515,0.024246744008306953,0.02250292670996292
2010-09-21,1.3926670551300049,1.4366669654846191,1.378000020980835,1.3846670389175415,1.3846670389175415,11940000,0.0,0.0,1.365333342552185,51.49815270743192,0.022684861137007184,0.022539313595371775
2010-09-22,1.391332983970642,1.3966670036315918,1.3200000524520874,1.324666976928711,1.324666976928711,14443500,0.0,0.0,1.3675666928291321,45.90131635059743,0.016416317063381314,0.021314714288973684
2010-09-23,1.3259999752044678,1.3426669836044312,1.2999999523162842,1.3040000200271606,1.3040000200271606,10021500,0.0,0.0,1.3664333462715148,44.12254143658845,0.009669337913113418,0.018985639013801632
2010-09-24,1.3300000429153442,1.3459999561309814,1.309999942779541,1.340000033378601,1.340000033378601,8683500,0.0,0.0,1.3675999999046327,47.90929385816357,0.007144847189079595,0.016617480648857225
2010-09-27,1.3600000143051147,1.3873330354690552,1.3366669416427612,1.3686670064926147,1.3686670064926147,6279000,0.0,0.0,1.3703666985034944,50.77031572921491,0.007372371147275514,0.014768458748540884
2010-09-28,1.4026670455932615,1.4326670169830322,1.383999943733215,1.4266669750213623,1.4266669750213623,18217500,0.0,0.0,1.3754666984081267,56.03203745743909,0.012093393149326115,0.01423344562869793
2010-09-29,1.4126670360565186,1.4686670303344729,1.408666968345642,1.4653329849243164,1.4653329849243164,29539500,0.0,0.0,1.3837999999523163,59.1654319450182,0.01873885114148921,0.015134526731256186
2010-09-30,1.4666670560836792,1.476667046546936,1.3459999561309814,1.3606669902801514,1.3606669902801514,32937000,0.0,0.0,1.3836667001247407,48.98817139549193,0.015382434313119697,0.015184108247628888
2010-10-01,1.3793330192565918,1.3833329677581787,1.3539999723434448,1.373332977294922,1.373332977294922,8965500,0.0,0.0,1.3821333467960357,50.10663980977228,0.013587856738645154,0.01486485794583214
2010-10-04,1.3619999885559082,1.4113329648971558,1.3533329963684082,1.3993330001831057,1.3993330001831057,9654000,0.0,0.0,1.3819333493709565,52.41316918536859,0.014101077197146816,0.014712101796095075
2010-10-05,1.409999966621399,1.418666958808899,1.4006669521331787,1.4079999923706057,1.4079999923706057,4980000,0.0,0.0,1.38386669754982,53.19001370922059,0.015033860953697742,0.014776453627615609
2010-10-06,1.4040000438690186,1.4173330068588257,1.3546669483184814,1.3639999628067017,1.3639999628067017,4701000,0.0,0.0,1.3824000477790832,48.831700653328696,0.012083374519075152,0.014237837805907518
2010-10-07,1.3713330030441284,1.3760000467300415,1.3559999465942385,1.3619999885559082,1.3619999885559082,2115000,0.0,0.0,1.3814666986465454,48.63662285258674,0.009474495468876354,0.013285169338501285
2010-10-08,1.3619999885559082,1.3860000371932983,1.359333038330078,1.3619999885559082,1.3619999885559082,4017000,0.0,0.0,1.3823333501815795,48.63662285258675,0.007322530452693599,0.012092641561339748
2010-10-11,1.3626669645309448,1.3799999952316284,1.3380000591278076,1.3493330478668213,1.3493330478668213,2568000,0.0,0.0,1.3807333528995513,47.25010496035619,0.004542602132022733,0.010582633675476346
2010-10-12,1.3466670513153076,1.3519999980926514,1.335332989692688,1.3493330478668213,1.3493330478668213,3660000,0.0,0.0,1.3778000056743622,47.25010496035619,0.0023128280673145873,0.008928672553843994
2010-10-13,1.3760000467300415,1.3899999856948853,1.3573329448699951,1.369333028793335,1.369333028793335,4773000,0.0,0.0,1.373000007867813,49.86715272318611,0.0021349371438910136,0.007569925471853397
2010-10-14,1.399999976158142,1.4019999504089355,1.3600000143051147,1.3833329677581787,1.3833329677581787,4422000,0.0,0.0,1.3723666548728943,51.674524231124664,0.003088038393174841,0.0066735480561176865
2010-10-15,1.3926670551300049,1.3933329582214355,1.350000023841858,1.369333028793335,1.369333028793335,4270500,0.0,0.0,1.373399955034256,49.743250192532535,0.002682774572561497,0.005875393359406449
2010-10-18,1.368000030517578,1.3760000467300415,1.3480000495910645,1.348667025566101,1.348667025566101,2442000,0.0,0.0,1.37063330411911,46.95359031661944,0.0006861171955772072,0.0048375381266406005
2010-10-19,1.3466670513153076,1.3606669902801514,1.3333330154418943,1.3366669416427612,1.3366669416427612,3678000,0.0,0.0,1.3682332992553712,45.36274165767119,-0.001843306158572311,0.0035013692695980182
2010-10-20,1.343999981880188,1.3793330192565918,1.3359999656677246,1.376667022705078,1.376667022705078,4687500,0.0,0.0,1.3708333015441894,51.28739186098058,-0.0006131521073244883,0.002678464994213517
2010-10-21,1.3739999532699585,1.3966670036315918,1.363332986831665,1.3833329677581787,1.3833329677581787,6256500,0.0,0.0,1.3747999489307403,52.21727898537686,0.0008893875907078908,0.0023206495135123916
2010-10-22,1.3786669969558716,1.3953330516815186,1.3700000047683716,1.3813329935073853,1.3813329935073853,2416500,0.0,0.0,1.3768665969371796,51.89718317060999,0.0018969134812314437,0.002235902307056202
2010-10-25,1.3960000276565552,1.3986669778823853,1.381999969482422,1.3899999856948853,1.3899999856948853,1777500,0.0,0.0,1.377933245897293,53.23505608262191,0.0033560523621976035,0.0024599323180844825
2010-10-26,1.386667013168335,1.4579999446868896,1.3673330545425415,1.4240000247955322,1.4240000247955322,9913500,0.0,0.0,1.3777998983860016,58.15219755291162,0.007173260560588091,0.0034025979665852045
2010-10-27,1.4166669845581057,1.425333023071289,1.376667022705078,1.399999976158142,1.399999976158142,5347500,0.0,0.0,1.3745332479476928,53.84811879171561,0.008167670390981208,0.004355612451464405
2010-10-28,1.4259999990463257,1.4333330392837524,1.397333025932312,1.4126670360565186,1.4126670360565186,3363000,0.0,0.0,1.3771332502365112,55.71130124262289,0.009864165259781288,0.005457323013127782
2010-10-29,1.4093329906463623,1.4566669464111328,1.4033329486846924,1.4559999704360962,1.4559999704360962,4209000,0.0,0.0,1.38126659989357,61.44544561341011,0.014537674064650341,0.007273393223432294
2010-11-01,1.4626669883728027,1.5166670083999634,1.420667052268982,1.4273329973220823,1.4273329973220823,6837000,0.0,0.0,1.3826665997505188,56.256306199061655,0.015746759471738647,0.008968066473093565
2010-11-02,1.4453330039978027,1.4586670398712158,1.4033329486846924,1.4166669845581057,1.4166669845581057,4837500,0.0,0.0,1.3830999493598939,54.414986867585505,0.01566374833689821,0.010307202845854494
2010-11-03,1.418666958808899,1.5,1.4106669425964355,1.4513330459594729,1.4513330459594729,5589000,0.0,0.0,1.3874666035175323,59.10055638878223,0.018185590683933883,0.011882880413470371
2010-11-04,1.5066670179367063,1.688667058944702,1.476667046546936,1.659999966621399,1.659999966621399,28110000,0.0,0.0,1.4023666024208068,75.4550305782844,0.036599944134740214,0.01682629315772434
2010-11-05,1.6579999923706057,1.664667010307312,1.581333041191101,1.6293330192565918,1.6293330192565918,15165000,0.0,0.0,1.4157332539558412,70.96387468594261,0.048163684579806354,0.023093771442140743
2010-11-08,1.6333329677581787,1.6666669845581057,1.6019999980926514,1.6653330326080322,1.6653330326080322,7642500,0.0,0.0,1.4315332531929017,72.99584483173346,0.059546517223436624,0.03038432059839992
2010-11-09,1.6666669845581057,1.7126669883728027,1.6033329963684082,1.6419999599456787,1.6419999599456787,14346000,0.0,0.0,1.4461665987968444,69.59631496714485,0.06592477042445855,0.03749241056361165
2010-11-10,1.631999969482422,1.9980000257492063,1.6033329963684082,1.957332968711853,1.957332968711853,45907500,0.0,0.0,1.4755665957927704,81.87886095269675,0.0953254678433646,0.049059022019562235
